prompt,pipeline
"{""source_type"": ""file"", ""source_location"": ""/opt/data/retail/storage_7/camera_9.mp4"", ""video_crop"": {""top"": 479, ""left"": 3, ""right"": 64, ""bottom"": 41}, ""video_scale"": {""width"": 954, ""height"": 579}, ""caps_filter"": ""Y444_16BE"", ""frame_rate"": ""90/3"", ""detect"": {""model"": ""/usr/share/models/openvino/segmentation/3.0/FP16/model_2509.xml"", ""device"": ""GPU"", ""threshold"": 0.9}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/usr/local/models/pytorch/detection/2.1/FP16/model_2674.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list"", ""model_proc"": ""/var/lib/intel/model_proc/classification/model_6919.json""}, ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 327}","gst-launch-1.0 filesrc location=/opt/data/retail/storage_7/camera_9.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=90/3 ! videoconvert ! capsfilter caps=video/x-raw,format=Y444_16BE ! videocrop top=479 left=3 right=64 bottom=41 ! queue ! videoscale ! video/x-raw,width=954,height=579 ! gvadetect model=/usr/share/models/openvino/segmentation/3.0/FP16/model_2509.xml device=GPU threshold=0.9 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/usr/local/models/pytorch/detection/2.1/FP16/model_2674.xml device=CPU inference-region=roi-list model-proc=/var/lib/intel/model_proc/classification/model_6919.json ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=327"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_1/surveillance/device_7.mp4"", ""video_crop"": {""top"": 99, ""left"": 57, ""right"": 62, ""bottom"": 183}, ""caps_filter"": ""A444_12BE"", ""frame_rate"": ""5/1"", ""detect"": {""model"": ""/var/lib/models/intel/segmentation/1.0/FP32/model_8680.xml"", ""device"": ""CPU""}, ""track"": {""tracking_type"": ""zero-term""}, ""classify"": {""model"": ""/usr/share/models/pytorch/classification/2.1/FP32/model_9041.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list"", ""model_proc"": ""/var/lib/intel/model_proc/recognition/model_6047.json""}, ""emit_signals"": true, ""sync"": true, ""drop"": true, ""max_buffers"": 314}","gst-launch-1.0 filesrc location=/opt/retail_1/surveillance/device_7.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=5/1 ! videoconvert ! capsfilter caps=video/x-raw,format=A444_12BE ! videocrop top=99 left=57 right=62 bottom=183 ! queue ! gvadetect model=/var/lib/models/intel/segmentation/1.0/FP32/model_8680.xml device=CPU ! queue ! gvatrack tracking-type=zero-term ! queue ! gvaclassify model=/usr/share/models/pytorch/classification/2.1/FP32/model_9041.xml device=HDDL inference-region=roi-list model-proc=/var/lib/intel/model_proc/recognition/model_6047.json ! queue ! appsink name=appsink emit-signals=True drop=True sync=True max-buffers=314"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_10/checkout/sensor_3.mp4"", ""video_scale"": {""width"": 701, ""height"": 1052}, ""frame_rate"": ""90/3"", ""detect"": {""model"": ""/usr/local/models/openvino/detection/3.0/FP32/model_9886.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/local/intel/model_proc/detection/model_8975.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/opt/models/openvino/detection/4.0/FP16/model_4158.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame""}, ""inference"": [{""model"": ""/usr/local/models/openvino/classification/5.0/FP16/model_5902.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/classification/4.0/INT8/model_9122.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/retail_10/checkout/sensor_3.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=90/3 ! videoscale ! video/x-raw,width=701,height=1052 ! gvadetect model=/usr/local/models/openvino/detection/3.0/FP32/model_9886.xml device=GPU model-proc=/usr/local/intel/model_proc/detection/model_8975.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/opt/models/openvino/detection/4.0/FP16/model_4158.xml device=GPU inference-region=full-frame ! queue ! gvainference model=/usr/local/models/openvino/classification/5.0/FP16/model_5902.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/classification/4.0/INT8/model_9122.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=True"
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.100:8084/backup_high"", ""video_scale"": {""width"": 1624, ""height"": 591}, ""frame_rate"": ""5/10"", ""detect"": {""model"": ""/usr/share/models/tensorflow/segmentation/2.0/FP32/model_2946.xml"", ""device"": ""GPU""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/home/user/.local/models/intel/recognition/3.0/FP16/model_4389.xml"", ""device"": ""CPU"", ""inference_region"": ""full-frame""}, ""inference"": [{""model"": ""/opt/models/onnx/recognition/1.0/INT8/model_6943.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/openvino/detection/4.0/FP16/model_4726.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": true, ""max_buffers"": 723}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.100:8084/backup_high ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=5/10 ! videoscale ! video/x-raw,width=1624,height=591 ! gvadetect model=/usr/share/models/tensorflow/segmentation/2.0/FP32/model_2946.xml device=GPU ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/home/user/.local/models/intel/recognition/3.0/FP16/model_4389.xml device=CPU inference-region=full-frame ! queue ! gvainference model=/opt/models/onnx/recognition/1.0/INT8/model_6943.xml device=GPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/openvino/detection/4.0/FP16/model_4726.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=True sync=False max-buffers=723"
"{""source_type"": ""file"", ""source_location"": ""/opt/store/entrance_3/device_7.mp4"", ""detect"": {""model"": ""/usr/share/models/openvino/detection/2.1/FP16/model_2441.xml"", ""device"": ""GPU"", ""model_proc"": ""/usr/share/intel/model_proc/recognition/model_6498.json""}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""classify"": {""model"": ""/var/lib/models/intel/segmentation/1.0/INT8/model_2120.xml"", ""device"": ""HDDL"", ""inference_region"": ""full-frame"", ""model_proc"": ""/usr/local/intel/model_proc/segmentation/model_1736.json""}, ""inference"": [{""model"": ""/opt/models/openvino/segmentation/1.0/FP32/model_1997.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/openvino/segmentation/2.1/INT8/model_8449.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/local/models/tensorflow/recognition/5.0/FP16/model_3003.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/tensorflow/classification/4.0/FP32/model_9231.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/intel/detection/5.0/INT8/model_2963.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false, ""max_buffers"": 244}",gst-launch-1.0 filesrc location=/opt/store/entrance_3/device_7.mp4 ! decodebin ! gvadetect model=/usr/share/models/openvino/detection/2.1/FP16/model_2441.xml device=GPU model-proc=/usr/share/intel/model_proc/recognition/model_6498.json ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! gvaclassify model=/var/lib/models/intel/segmentation/1.0/INT8/model_2120.xml device=HDDL inference-region=full-frame model-proc=/usr/local/intel/model_proc/segmentation/model_1736.json ! queue ! gvainference model=/opt/models/openvino/segmentation/1.0/FP32/model_1997.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/openvino/segmentation/2.1/INT8/model_8449.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/usr/local/models/tensorflow/recognition/5.0/FP16/model_3003.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/opt/models/tensorflow/classification/4.0/FP32/model_9231.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/intel/detection/5.0/INT8/model_2963.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True max-buffers=244
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.236:8035/live/channel1"", ""caps_filter"": ""P012_LE"", ""frame_rate"": ""60/2"", ""detect"": {""model"": ""/opt/models/intel/segmentation/4.0/FP16/model_1275.xml"", ""device"": ""CPU"", ""model_proc"": ""/opt/intel/model_proc/segmentation/model_7535.json""}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""classify"": {""model"": ""/var/lib/models/openvino/recognition/2.1/INT8/model_1799.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.236:8035/live/channel1 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=60/2 ! videoconvert ! capsfilter caps=video/x-raw,format=P012_LE ! gvadetect model=/opt/models/intel/segmentation/4.0/FP16/model_1275.xml device=CPU model-proc=/opt/intel/model_proc/segmentation/model_7535.json ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvaclassify model=/var/lib/models/openvino/recognition/2.1/INT8/model_1799.xml device=HDDL inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/mall_5/surveillance/camera_2.mp4"", ""video_crop"": {""top"": 0, ""left"": 88, ""right"": 0, ""bottom"": 58}, ""video_scale"": {""width"": 1243, ""height"": 498}, ""caps_filter"": ""Y42B"", ""detect"": {""model"": ""/usr/local/models/pytorch/recognition/5.0/INT8/model_3254.xml"", ""device"": ""HDDL"", ""model_proc"": ""/opt/intel/model_proc/recognition/model_9932.json""}, ""track"": {""tracking_type"": 0}, ""classify"": {""model"": ""/opt/models/openvino/segmentation/3.0/INT8/model_1120.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list"", ""model_proc"": ""/usr/share/intel/model_proc/detection/model_4459.json""}, ""emit_signals"": true, ""sync"": true, ""drop"": false, ""max_buffers"": 940}","gst-launch-1.0 filesrc location=/opt/mall_5/surveillance/camera_2.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=Y42B ! videocrop top=0 left=88 right=0 bottom=58 ! queue ! videoscale ! video/x-raw,width=1243,height=498 ! gvadetect model=/usr/local/models/pytorch/recognition/5.0/INT8/model_3254.xml device=HDDL model-proc=/opt/intel/model_proc/recognition/model_9932.json ! queue ! gvatrack tracking-type=0 ! queue ! gvaclassify model=/opt/models/openvino/segmentation/3.0/INT8/model_1120.xml device=GPU inference-region=roi-list model-proc=/usr/share/intel/model_proc/detection/model_4459.json ! queue ! appsink name=appsink emit-signals=True drop=False sync=True max-buffers=940"
"{""source_type"": ""file"", ""source_location"": ""/opt/retail_7/aisle/cam_9.mp4"", ""video_crop"": {""top"": 327, ""left"": 2, ""right"": 64, ""bottom"": 217}, ""caps_filter"": ""v210"", ""detect"": {""model"": ""/opt/models/tensorflow/segmentation/2.1/INT8/model_4966.xml"", ""device"": ""CPU"", ""model_proc"": ""/opt/intel/model_proc/detection/model_6660.json"", ""threshold"": 0.76}, ""track"": {""tracking_type"": 2}, ""inference"": [{""model"": ""/usr/share/models/openvino/classification/4.0/FP32/model_5473.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": true, ""drop"": true}","gst-launch-1.0 filesrc location=/opt/retail_7/aisle/cam_9.mp4 ! decodebin ! videoconvert ! capsfilter caps=video/x-raw,format=v210 ! videocrop top=327 left=2 right=64 bottom=217 ! queue ! gvadetect model=/opt/models/tensorflow/segmentation/2.1/INT8/model_4966.xml device=CPU model-proc=/opt/intel/model_proc/detection/model_6660.json threshold=0.76 ! queue ! gvatrack tracking-type=2 ! queue ! gvainference model=/usr/share/models/openvino/classification/4.0/FP32/model_5473.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=True sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/retail/aisle_4/device_4.mp4"", ""frame_rate"": ""1/1"", ""detect"": {""model"": ""/usr/share/models/intel/segmentation/5.0/FP16/model_5733.xml"", ""device"": ""GPU"", ""threshold"": 0.78, ""inference_interval"": 2}, ""track"": {""tracking_type"": 1}, ""classify"": {""model"": ""/home/user/.local/models/intel/detection/3.0/INT8/model_2730.xml"", ""device"": ""GPU"", ""inference_region"": ""full-frame"", ""model_proc"": ""/usr/share/intel/model_proc/classification/model_8720.json""}, ""inference"": [{""model"": ""/usr/share/models/intel/classification/4.0/FP32/model_6759.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/var/lib/models/pytorch/detection/2.0/FP16/model_9335.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": true, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/data/retail/aisle_4/device_4.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=1/1 ! gvadetect model=/usr/share/models/intel/segmentation/5.0/FP16/model_5733.xml device=GPU threshold=0.78 inference-interval=2 ! queue ! gvatrack tracking-type=1 ! queue ! gvaclassify model=/home/user/.local/models/intel/detection/3.0/INT8/model_2730.xml device=GPU inference-region=full-frame model-proc=/usr/share/intel/model_proc/classification/model_8720.json ! queue ! gvainference model=/usr/share/models/intel/classification/4.0/FP32/model_6759.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/var/lib/models/pytorch/detection/2.0/FP16/model_9335.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/warehouse_6/storage/device_3.mp4"", ""video_crop"": {""top"": 245, ""left"": 18, ""right"": 0, ""bottom"": 90}, ""detect"": {""model"": ""/usr/share/models/intel/segmentation/5.0/FP16/model_6921.xml"", ""device"": ""HDDL"", ""threshold"": 0.9}, ""track"": {""tracking_type"": 1}, ""inference"": [{""model"": ""/usr/share/models/onnx/detection/5.0/INT8/model_4861.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/home/user/.local/models/intel/recognition/5.0/FP32/model_9905.xml"", ""device"": ""GPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": true, ""sync"": false, ""drop"": false}",gst-launch-1.0 filesrc location=/opt/warehouse_6/storage/device_3.mp4 ! decodebin ! videocrop top=245 left=18 right=0 bottom=90 ! queue ! gvadetect model=/usr/share/models/intel/segmentation/5.0/FP16/model_6921.xml device=HDDL threshold=0.9 ! queue ! gvatrack tracking-type=1 ! queue ! gvainference model=/usr/share/models/onnx/detection/5.0/INT8/model_4861.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/home/user/.local/models/intel/recognition/5.0/FP32/model_9905.xml device=GPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=True drop=False sync=False
"{""source_type"": ""rtsp"", ""source_location"": ""rtsp://192.168.1.174:8007/live/channel4"", ""caps_filter"": ""GBR_16BE"", ""frame_rate"": ""90/3"", ""detect"": {""model"": ""/home/user/.local/models/tensorflow/detection/2.1/FP16/model_5883.xml"", ""device"": ""CPU"", ""threshold"": 0.82}, ""track"": {""tracking_type"": ""short-term-imageless""}, ""emit_signals"": true, ""sync"": true, ""drop"": false}","gst-launch-1.0 rtspsrc location=rtsp://192.168.1.174:8007/live/channel4 ! rtph264depay ! h264parse ! avdec_h264 ! videoconvert ! videorate ! video/x-raw,framerate=90/3 ! videoconvert ! capsfilter caps=video/x-raw,format=GBR_16BE ! gvadetect model=/home/user/.local/models/tensorflow/detection/2.1/FP16/model_5883.xml device=CPU threshold=0.82 ! queue ! gvatrack tracking-type=short-term-imageless ! queue ! appsink name=appsink emit-signals=True drop=False sync=True"
"{""source_type"": ""file"", ""source_location"": ""/opt/data/store/surveillance_1/cam_5.mp4"", ""video_scale"": {""width"": 895, ""height"": 625}, ""frame_rate"": ""15/1"", ""detect"": {""model"": ""/var/lib/models/openvino/segmentation/2.0/INT8/model_2078.xml"", ""device"": ""CPU"", ""model_proc"": ""/usr/share/intel/model_proc/detection/model_5560.json"", ""inference_interval"": 1}, ""track"": {""tracking_type"": ""zero-term-imageless""}, ""inference"": [{""model"": ""/usr/local/models/openvino/recognition/4.0/FP16/model_3871.xml"", ""device"": ""HDDL"", ""inference_region"": ""roi-list""}, {""model"": ""/usr/share/models/pytorch/classification/3.0/FP32/model_5216.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}, {""model"": ""/opt/models/intel/segmentation/3.0/FP32/model_6531.xml"", ""device"": ""CPU"", ""inference_region"": ""roi-list""}], ""emit_signals"": false, ""sync"": false, ""drop"": false}","gst-launch-1.0 filesrc location=/opt/data/store/surveillance_1/cam_5.mp4 ! decodebin ! videoconvert ! videorate ! video/x-raw,framerate=15/1 ! videoscale ! video/x-raw,width=895,height=625 ! gvadetect model=/var/lib/models/openvino/segmentation/2.0/INT8/model_2078.xml device=CPU model-proc=/usr/share/intel/model_proc/detection/model_5560.json inference-interval=1 ! queue ! gvatrack tracking-type=zero-term-imageless ! queue ! gvainference model=/usr/local/models/openvino/recognition/4.0/FP16/model_3871.xml device=HDDL inference-region=roi-list ! queue ! gvainference model=/usr/share/models/pytorch/classification/3.0/FP32/model_5216.xml device=CPU inference-region=roi-list ! queue ! gvainference model=/opt/models/intel/segmentation/3.0/FP32/model_6531.xml device=CPU inference-region=roi-list ! queue ! appsink name=appsink emit-signals=False drop=False sync=False"
